,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
4455,unl,morph,#N/A,#N/A,#N/A,11.47,4.87,4.588,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4459,lcnl,mosque,#N/A,#N/A,#N/A,14.12,5.27,5.648,0,0,0,FALSE,TRUE,FALSE,
4461,3k,moss,#N/A,#N/A,#N/A,8.310489,3.05,3.3241956,6,7,13,FALSE,TRUE,FALSE,
4463,unl,mot,#N/A,#N/A,#N/A,10.62,3.85,4.248,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4464,lcnl,mote,#N/A,#N/A,#N/A,10.38,3.29,4.152,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4466,3k,moth,#N/A,#N/A,#N/A,5.74,1.76,2.296,0,1,2,FALSE,TRUE,FALSE,
4470,3k,mould,#N/A,#N/A,#N/A,11.33,3.39,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6674,3k,soul,6,1.791759469,8.045182537,6.17,2.38,2.468,2,10,20,TRUE,TRUE,TRUE,10.51318254
674,3k,bride,4,1.386294361,8.487546753,5.1,1.55,2.04,0,1,4,TRUE,TRUE,TRUE,10.52754675
7092,3k,stove,3,1.098612289,8.80140916,4.32,1.86,1.728,25,37,48,TRUE,TRUE,TRUE,10.52940916
7881,3k,tune,9,2.197224577,7.60281832,7.32,3.07,2.928,9,13,18,TRUE,TRUE,TRUE,10.53081832
4482,unl,mousse,#N/A,#N/A,#N/A,10.32,3.56,4.128,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3833,3k,lane,8,2.079441542,7.73132013,7,2.85,2.8,8,9,12,TRUE,TRUE,TRUE,10.53132013
4599,3k,net,8,2.079441542,7.73132013,7,2.9,2.8,34,28,28,TRUE,TRUE,TRUE,10.53132013
4489,3k,mow,#N/A,#N/A,#N/A,6.76,2.25,2.704,0,2,4,FALSE,TRUE,FALSE,
4493,unl,mu,#N/A,#N/A,#N/A,15.83,5.78,6.332,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4910,3k,pen,4,1.386294361,8.487546753,5.11,1.29,2.044,90,31,32,TRUE,TRUE,TRUE,10.53154675
2866,3k,grade,5,1.609437912,8.244096157,5.72,1.36,2.288,48,41,36,TRUE,TRUE,TRUE,10.53209616
6822,3k,sport,5,1.609437912,8.244096157,5.74,1.82,2.296,4,23,34,TRUE,TRUE,TRUE,10.54009616
8139,3k,warn,5,1.609437912,8.244096157,5.74,1.94,2.296,1,9,10,TRUE,TRUE,TRUE,10.54009616
4502,3k,mug,#N/A,#N/A,#N/A,5.15,2.03,2.06,1,2,3,FALSE,TRUE,FALSE,
4506,3k,mulch,#N/A,#N/A,#N/A,9.22,4.65,3.688,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
550,lcnl,bored,6,1.791759469,8.045182537,6.25,1.68,2.5,6,14,18,TRUE,TRUE,TRUE,10.54518254
4509,lcnl,mull,#N/A,#N/A,#N/A,12.24,2.73,4.896,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4510,unl,mulled,#N/A,#N/A,#N/A,13.69,3.42,5.476,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4512,3k,mum,#N/A,#N/A,#N/A,7.47,4.13,2.988,0,8,6,FALSE,TRUE,FALSE,
2881,3k,grand,7,1.945910149,7.877003467,6.68,2.31,2.672,17,15,25,TRUE,TRUE,TRUE,10.54900347
6284,3k,silk,9,2.197224577,7.60281832,7.39,2.5,2.956,8,14,18,TRUE,TRUE,TRUE,10.55881832
4518,lcnl,murk,#N/A,#N/A,#N/A,10.76,3.72,4.304,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4520,3k,muse,#N/A,#N/A,#N/A,11.94,3.36,4.776,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
781,3k,bun,5,1.609437912,8.244096157,5.79,2.74,2.316,1,0,0,TRUE,TRUE,TRUE,10.56009616
4525,lcnl,musk,#N/A,#N/A,#N/A,10.94,3.96,4.376,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4526,3k,muss,#N/A,#N/A,#N/A,9.77,3.7,3.908,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6164,3k,shine,5,1.609437912,8.244096157,5.79,2.12,2.316,53,32,17,TRUE,TRUE,TRUE,10.56009616
4530,3k,mute,#N/A,#N/A,#N/A,9.84,6.06,3.936,0,0,1,FALSE,TRUE,FALSE,
6799,3k,spoil,6,1.791759469,8.045182537,6.3,1.72,2.52,5,11,13,TRUE,TRUE,TRUE,10.56518254
2550,3k,frost,4,1.386294361,8.487546753,5.209302,1.58,2.0837208,11,6,16,TRUE,TRUE,TRUE,10.57126755
4535,lcnl,myrrh,#N/A,#N/A,#N/A,10.31,5.04,4.124,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4536,3k,myth,#N/A,#N/A,#N/A,8.61,2.35,3.444,0,0,0,FALSE,TRUE,FALSE,
4539,3k,nab,#N/A,#N/A,#N/A,7.59,2.74,3.036,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4089,3k,loose,10,2.302585093,7.487869534,7.71,3.64,3.084,18,40,51,TRUE,TRUE,TRUE,10.57186953
3535,3k,jeep,6,1.791759469,8.045182537,6.32,3,2.528,6,7,5,TRUE,TRUE,TRUE,10.57318254
4443,3k,moose,4,1.386294361,8.487546753,5.22,1.73,2.088,2,16,14,TRUE,TRUE,TRUE,10.57554675
2951,3k,grin,5,1.609437912,8.244096157,5.84,2.01,2.336,6,19,18,TRUE,TRUE,TRUE,10.58009616
4554,3k,nape,#N/A,#N/A,#N/A,10.53,3.64,4.212,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4559,lcnl,nark,#N/A,#N/A,#N/A,12.36,2.87,4.944,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8456,3k,wren,18,2.890371758,6.846591697,9.354875,3.86,3.74195,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.5885417
4565,unl,nave,#N/A,#N/A,#N/A,12.54,4.22,5.016,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3899,3k,lean,8,2.079441542,7.73132013,7.17,2.66,2.868,1,11,13,TRUE,TRUE,TRUE,10.59932013
4572,lcnl,neap,#N/A,#N/A,#N/A,15.5,0.71,6.2,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1127,3k,clang,19,2.944438979,6.78760412,9.53,3.74,3.812,12,5,4,TRUE,TRUE,TRUE,10.59960412
4029,3k,load,10,2.302585093,7.487869534,7.78,2.39,3.112,10,25,27,TRUE,TRUE,TRUE,10.59986953
4578,lcnl,neb,#N/A,#N/A,#N/A,13.17,5.19,5.268,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
973,3k,charge,9,2.197224577,7.60281832,7.5,3.2,3,21,25,38,TRUE,TRUE,TRUE,10.60281832
2555,3k,frown,3,1.098612289,8.80140916,4.52,1.69,1.808,8,11,9,TRUE,TRUE,TRUE,10.60940916
7263,3k,swap,9,2.197224577,7.60281832,7.53,3.36,3.012,15,4,5,TRUE,TRUE,TRUE,10.61481832
4591,unl,nerd,#N/A,#N/A,#N/A,7.05,2.07,2.82,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4593,3k,nerve,#N/A,#N/A,#N/A,9.67,3.32,3.868,3,10,12,FALSE,TRUE,FALSE,
3187,3k,heat,4,1.386294361,8.487546753,5.33,2.03,2.132,45,67,136,TRUE,TRUE,TRUE,10.61954675
6134,3k,sheet,4,1.386294361,8.487546753,5.33,2.45,2.132,21,36,24,TRUE,TRUE,TRUE,10.61954675
6745,3k,spend,6,1.791759469,8.045182537,6.44,2.5,2.576,28,50,61,TRUE,TRUE,TRUE,10.62118254
607,3k,brake,5,1.609437912,8.244096157,5.95,2.22,2.38,3,6,4,TRUE,TRUE,TRUE,10.62409616
4603,3k,newt,#N/A,#N/A,#N/A,7.56,2.96,3.024,0,0,0,FALSE,TRUE,FALSE,
8619,lcnl,zoom,13,2.564949357,7.201628967,8.57,3.3,3.428,13,4,3,TRUE,TRUE,TRUE,10.62962897
4606,lcnl,nib,#N/A,#N/A,#N/A,10.31,3.28,4.124,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7123,3k,stream,6,1.791759469,8.045182537,6.47,2.59,2.588,24,75,75,TRUE,TRUE,TRUE,10.63318254
4609,3k,niche,#N/A,#N/A,#N/A,14.06,4.01,5.624,0,0,0,FALSE,TRUE,FALSE,
176,3k,bar,7,1.945910149,7.877003467,6.9,2.62,2.76,39,28,34,TRUE,TRUE,TRUE,10.63700347
4840,3k,patch,8,2.079441542,7.73132013,7.28,2.63,2.912,22,31,21,TRUE,TRUE,TRUE,10.64332013
4617,3k,nigh,#N/A,#N/A,#N/A,11.443647,4.77,4.5774588,0,0,0,FALSE,TRUE,FALSE,
1968,3k,duke,10,2.302585093,7.487869534,7.89,2.96,3.156,0,8,12,TRUE,TRUE,TRUE,10.64386953
4620,3k,nil,#N/A,#N/A,#N/A,12.28555,3.73,4.91422,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6085,3k,shame,6,1.791759469,8.045182537,6.55,2.37,2.62,10,10,14,TRUE,TRUE,TRUE,10.66518254
4627,3k,ninth,#N/A,#N/A,#N/A,5.912664,4.52,2.3650656,2,3,2,FALSE,TRUE,FALSE,
801,lcnl,burp,3,1.098612289,8.80140916,4.67,1.88,1.868,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.66940916
4632,lcnl,nit,#N/A,#N/A,#N/A,8.57,2.85,3.428,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4635,3k,nix,#N/A,#N/A,#N/A,11.88,3.61,4.752,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
343,3k,bin,3,1.098612289,8.80140916,4.68,2.67,1.872,1,5,4,TRUE,TRUE,TRUE,10.67340916
7942,3k,type,6,1.791759469,8.045182537,6.58,2.46,2.632,2,19,25,TRUE,TRUE,TRUE,10.67718254
2594,3k,fuss,4,1.386294361,8.487546753,5.5,1.86,2.2,40,14,9,TRUE,TRUE,TRUE,10.68754675
4641,3k,node,#N/A,#N/A,#N/A,12.17,4.36,4.868,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4644,unl,noir,#N/A,#N/A,#N/A,16.44,3.79,6.576,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4645,unl,noire,#N/A,#N/A,#N/A,15.89,4.37,6.356,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1065,3k,chomp,5,1.609437912,8.244096157,6.11,2.21,2.444,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.68809616
4648,unl,nom,#N/A,#N/A,#N/A,12.17,6.41,4.868,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4650,3k,nonce,#N/A,#N/A,#N/A,14.17,3.6,5.668,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3381,3k,howl,4,1.386294361,8.487546753,5.55,1.85,2.22,10,8,10,TRUE,TRUE,TRUE,10.70754675
1277,3k,cock,33,3.496507561,6.185294868,11.32,3.45,4.528,0,1,1,TRUE,TRUE,TRUE,10.71329487
1793,3k,doll,2,0.693147181,9.243773377,3.68,1.34,1.472,61,30,27,TRUE,TRUE,TRUE,10.71577338
4656,3k,noose,#N/A,#N/A,#N/A,8.28,3.54,3.312,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4996,3k,pip,26,3.258096538,6.445402344,10.687,5.73,4.2748,11,7,4,TRUE,TRUE,TRUE,10.72020234
4659,3k,norm,#N/A,#N/A,#N/A,9.84,2.73,3.936,0,0,0,FALSE,TRUE,FALSE,
2159,3k,feast,9,2.197224577,7.60281832,7.81,3.91,3.124,3,17,17,TRUE,TRUE,TRUE,10.72681832
81,3k,art,5,1.609437912,8.244096157,6.21,2.32,2.484,41,25,38,TRUE,TRUE,TRUE,10.72809616
4666,lcnl,nosh,#N/A,#N/A,#N/A,12.65,3.57,5.06,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3024,3k,guest,5,1.609437912,8.244096157,6.21,3.17,2.484,0,9,11,TRUE,TRUE,TRUE,10.72809616
5931,3k,scrape,5,1.609437912,8.244096157,6.21,2.94,2.484,1,6,5,TRUE,TRUE,TRUE,10.72809616
7128,3k,strength,5,1.609437912,8.244096157,6.21,2.53,2.484,6,18,33,TRUE,TRUE,TRUE,10.72809616
4675,3k,noun,#N/A,#N/A,#N/A,7.28,1.71,2.912,3,8,20,FALSE,TRUE,FALSE,
7928,lcnl,twirl,2,0.693147181,9.243773377,3.72,1.23,1.488,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.73177338
4680,unl,nu,#N/A,#N/A,#N/A,14,6.93,5.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4681,lcnl,nub,#N/A,#N/A,#N/A,10,3.65,4,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1765,3k,ditch,5,1.609437912,8.244096157,6.22,2.16,2.488,11,8,13,TRUE,TRUE,TRUE,10.73209616
4685,3k,nudge,#N/A,#N/A,#N/A,11.05,4.62,4.42,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4687,unl,nuke,#N/A,#N/A,#N/A,11,2.61,4.4,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
371,3k,blade,6,1.791759469,8.045182537,6.72,1.99,2.688,7,6,9,TRUE,TRUE,TRUE,10.73318254
4693,3k,nun,#N/A,#N/A,#N/A,8.39,3.29,3.356,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1366,3k,couch,2,0.693147181,9.243773377,3.74,1.85,1.496,1,12,11,TRUE,TRUE,TRUE,10.73977338
4062,3k,log,6,1.791759469,8.045182537,6.74,3.18,2.696,53,51,42,TRUE,TRUE,TRUE,10.74118254
4700,3k,nymph,#N/A,#N/A,#N/A,11.21,3.94,4.484,0,1,1,FALSE,TRUE,FALSE,
4703,lcnl,oaf,#N/A,#N/A,#N/A,11.87,3.68,4.748,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7465,3k,test,5,1.609437912,8.244096157,6.26,1.45,2.504,40,55,58,TRUE,TRUE,TRUE,10.74809616
4708,lcnl,oar,#N/A,#N/A,#N/A,5.83,2.96,2.332,21,3,2,FALSE,TRUE,FALSE,
4710,lcnl,oat,#N/A,#N/A,#N/A,5.83,3.07,2.332,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4712,3k,oath,#N/A,#N/A,#N/A,11.39,2.7,4.556,0,0,2,FALSE,TRUE,FALSE,
6490,lcnl,slurp,6,1.791759469,8.045182537,6.76,3.11,2.704,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.74918254
2443,3k,fool,8,2.079441542,7.73132013,7.56,3.05,3.024,33,44,37,TRUE,TRUE,TRUE,10.75532013
4716,unl,odds,#N/A,#N/A,#N/A,8.58,3.52,3.432,0,0,2,FALSE,TRUE,FALSE,
4717,lcnl,ode,#N/A,#N/A,#N/A,10.84,3.82,4.336,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4585,lcnl,neigh,7,1.945910149,7.877003467,7.2,3.73,2.88,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.75700347
6405,lcnl,sled,3,1.098612289,8.80140916,4.89,1.88,1.956,17,21,26,TRUE,TRUE,TRUE,10.75740916
4721,3k,oft,#N/A,#N/A,#N/A,9.674585,2.55,3.869834,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7637,3k,tin,6,1.791759469,8.045182537,6.79,2.32,2.716,32,19,28,TRUE,TRUE,TRUE,10.76118254
4723,lcnl,ohm,#N/A,#N/A,#N/A,14,4.35,5.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4350,3k,mile,8,2.079441542,7.73132013,7.65,2.21,3.06,8,27,37,TRUE,TRUE,TRUE,10.79132013
6617,3k,snug,5,1.609437912,8.244096157,6.38,2.7,2.552,6,8,4,TRUE,TRUE,TRUE,10.79609616
8130,3k,war,8,2.079441542,7.73132013,7.67,1.75,3.068,40,66,83,TRUE,TRUE,TRUE,10.79932013
182,3k,bare,4,1.386294361,8.487546753,5.78,2.86,2.312,13,26,37,TRUE,TRUE,TRUE,10.79954675
865,3k,camp,4,1.386294361,8.487546753,5.78,1.73,2.312,62,80,88,TRUE,TRUE,TRUE,10.79954675
4886,3k,pee,2,0.693147181,9.243773377,3.89,2.71,1.556,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.79977338
4740,3k,ooze,#N/A,#N/A,#N/A,7.45,2.87,2.98,0,0,0,FALSE,TRUE,FALSE,
4742,unl,op,#N/A,#N/A,#N/A,12.43,2.24,4.972,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4743,unl,opt,#N/A,#N/A,#N/A,12.62,3.5,5.048,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6981,3k,state,5,1.609437912,8.244096157,6.39,2.59,2.556,29,57,96,TRUE,TRUE,TRUE,10.80009616
4425,lcnl,month,4,1.386294361,8.487546753,5.79,1.51,2.316,18,50,55,TRUE,TRUE,TRUE,10.80354675
4747,3k,orb,#N/A,#N/A,#N/A,11.17,3.82,4.468,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4749,3k,ore,#N/A,#N/A,#N/A,11.12,3.36,4.448,0,4,12,FALSE,TRUE,FALSE,
7066,lcnl,stomp,4,1.386294361,8.487546753,5.79,1.72,2.316,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.80354675
806,3k,burst,8,2.079441542,7.73132013,7.72,2.7,3.088,8,29,37,TRUE,TRUE,TRUE,10.81932013
4754,3k,ounce,#N/A,#N/A,#N/A,8.78,3.19,3.512,0,0,0,FALSE,TRUE,FALSE,
5905,3k,score,4,1.386294361,8.487546753,5.83,1.54,2.332,10,7,12,TRUE,TRUE,TRUE,10.81954675
2142,3k,fault,6,1.791759469,8.045182537,6.94,2.84,2.776,8,28,31,TRUE,TRUE,TRUE,10.82118254
4757,3k,oust,#N/A,#N/A,#N/A,12.71,3.35,5.084,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
997,3k,cheek,3,1.098612289,8.80140916,5.06,2.1,2.024,7,14,14,TRUE,TRUE,TRUE,10.82540916
4144,3k,lump,4,1.386294361,8.487546753,5.89,2.38,2.356,8,15,11,TRUE,TRUE,TRUE,10.84354675
420,3k,blind,6,1.791759469,8.045182537,7,2.6,2.8,19,35,36,TRUE,TRUE,TRUE,10.84518254
3211,3k,hell,3,1.098612289,8.80140916,5.11,1.88,2.044,0,11,16,TRUE,TRUE,TRUE,10.84540916
4392,3k,mix,3,1.098612289,8.80140916,5.11,1.71,2.044,24,8,9,TRUE,TRUE,TRUE,10.84540916
2661,3k,gay,14,2.63905733,7.120776844,9.32,2.31,3.728,0,2,4,TRUE,TRUE,TRUE,10.84877684
1508,3k,crown,8,2.079441542,7.73132013,7.8,3.35,3.12,7,8,8,TRUE,TRUE,TRUE,10.85132013
5896,3k,scoop,3,1.098612289,8.80140916,5.14,2.22,2.056,0,8,8,TRUE,TRUE,TRUE,10.85740916
4778,3k,pact,#N/A,#N/A,#N/A,9.37,2.77,3.748,0,0,0,FALSE,TRUE,FALSE,
6599,lcnl,snore,4,1.386294361,8.487546753,5.94,2.04,2.376,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.86354675
5279,3k,prove,8,2.079441542,7.73132013,7.84,2.59,3.136,7,17,20,TRUE,TRUE,TRUE,10.86732013
5181,3k,pouch,5,1.609437912,8.244096157,6.56,2.41,2.624,26,14,7,TRUE,TRUE,TRUE,10.86809616
503,3k,boil,5,1.609437912,8.244096157,6.6,1.79,2.64,0,4,4,TRUE,TRUE,TRUE,10.88409616
2100,3k,fail,4,1.386294361,8.487546753,6,1.61,2.4,1,4,4,TRUE,TRUE,TRUE,10.88754675
5725,3k,rub,4,1.386294361,8.487546753,6,2.89,2.4,31,17,16,TRUE,TRUE,TRUE,10.88754675
7011,3k,steer,4,1.386294361,8.487546753,6,1.63,2.4,3,4,9,TRUE,TRUE,TRUE,10.88754675
7719,3k,toss,2,0.693147181,9.243773377,4.11,1.45,1.644,9,4,9,TRUE,TRUE,TRUE,10.88777338
5081,3k,plow,6,1.791759469,8.045182537,7.11,2.3,2.844,1,17,13,TRUE,TRUE,TRUE,10.88918254
2626,3k,gang,13,2.564949357,7.201628967,9.22,3.28,3.688,12,10,16,TRUE,TRUE,TRUE,10.88962897
4802,3k,pall,#N/A,#N/A,#N/A,12.27,3.93,4.908,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8359,3k,wine,8,2.079441542,7.73132013,7.9,2.95,3.16,2,11,16,TRUE,TRUE,TRUE,10.89132013
4250,lcnl,mars,7,1.945910149,7.877003467,7.543185,1.73,3.017274,0,11,13,TRUE,TRUE,TRUE,10.89427747
4810,3k,pane,#N/A,#N/A,#N/A,9.78,2.98,3.912,10,1,2,FALSE,TRUE,FALSE,
4812,3k,pang,#N/A,#N/A,#N/A,10.5,4.55,4.2,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4816,3k,pant,#N/A,#N/A,#N/A,5.94,3.11,2.376,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6992,3k,steak,5,1.609437912,8.244096157,6.63,1.57,2.652,5,9,6,TRUE,TRUE,TRUE,10.89609616
5415,3k,quit,3,1.098612289,8.80140916,5.26,2.18,2.104,22,38,26,TRUE,TRUE,TRUE,10.90540916
4819,3k,par,#N/A,#N/A,#N/A,10.16,3.24,4.064,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4820,lcnl,parch,#N/A,#N/A,#N/A,11.82,3.26,4.728,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4821,lcnl,parched,#N/A,#N/A,#N/A,9.19,4.28,3.676,0,0,1,FALSE,TRUE,FALSE,
4822,3k,pare,#N/A,#N/A,#N/A,11.33,3.63,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7185,3k,stump,7,1.945910149,7.877003467,7.58,2.61,3.032,6,8,8,TRUE,TRUE,TRUE,10.90900347
4829,lcnl,parse,#N/A,#N/A,#N/A,12.85,4.2,5.14,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6053,3k,serve,6,1.791759469,8.045182537,7.17,2.12,2.868,4,11,12,TRUE,TRUE,TRUE,10.91318254
1174,3k,clerk,5,1.609437912,8.244096157,6.74,2.6,2.696,13,11,10,TRUE,TRUE,TRUE,10.94009616
6306,3k,sip,2,0.693147181,9.243773377,4.26,1.37,1.704,5,2,3,TRUE,TRUE,TRUE,10.94777338
4836,3k,paste,#N/A,#N/A,#N/A,4.84,1.61,1.936,12,13,10,FALSE,TRUE,FALSE,
7004,3k,steel,7,1.945910149,7.877003467,7.68,2.45,3.072,19,22,32,TRUE,TRUE,TRUE,10.94900347
8236,3k,whack,4,1.386294361,8.487546753,6.16,3.48,2.464,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.95154675
4842,3k,pate,#N/A,#N/A,#N/A,13.42,4.25,5.368,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6441,3k,slip,4,1.386294361,8.487546753,6.17,2.6,2.468,13,21,23,TRUE,TRUE,TRUE,10.95554675
4849,3k,paunch,#N/A,#N/A,#N/A,12.62,4.13,5.048,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
886,3k,card,4,1.386294361,8.487546753,6.2,2.26,2.48,53,45,28,TRUE,TRUE,TRUE,10.96754675
4852,3k,pave,#N/A,#N/A,#N/A,8.37,2.69,3.348,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3559,3k,jig,10,2.302585093,7.487869534,8.7,3.21,3.48,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,10.96786953
4857,3k,pawn,#N/A,#N/A,#N/A,9.06,3.54,3.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2425,3k,fog,4,1.386294361,8.487546753,6.21,2.2,2.484,26,27,27,TRUE,TRUE,TRUE,10.97154675
59,3k,ant,2,0.693147181,9.243773377,4.32,1.57,1.728,114,27,13,TRUE,TRUE,TRUE,10.97177338
6126,3k,shed,6,1.791759469,8.045182537,7.33,2.35,2.932,25,22,28,TRUE,TRUE,TRUE,10.97718254
8026,3k,vet,7,1.945910149,7.877003467,7.78,4.47,3.112,10,7,3,TRUE,TRUE,TRUE,10.98900347
4310,3k,melt,3,1.098612289,8.80140916,5.47,2.09,2.188,16,13,10,TRUE,TRUE,TRUE,10.98940916
4871,3k,peal,#N/A,#N/A,#N/A,7.11,2.49,2.844,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2410,3k,flute,9,2.197224577,7.60281832,8.47,2.22,3.388,10,10,7,TRUE,TRUE,TRUE,10.99081832
858,3k,calm,4,1.386294361,8.487546753,6.26,2.18,2.504,4,24,35,TRUE,TRUE,TRUE,10.99154675
4876,3k,pearl,4,1.386294361,8.487546753,6.275002,2.1,2.5100008,0,12,8,TRUE,TRUE,TRUE,10.99754755
4881,3k,peat,#N/A,#N/A,#N/A,12.93,3.38,5.172,0,0,0,FALSE,TRUE,FALSE,
7917,lcnl,twig,4,1.386294361,8.487546753,6.28,3.03,2.512,3,4,5,TRUE,TRUE,TRUE,10.99954675
7699,3k,toot,3,1.098612289,8.80140916,5.53,3.42,2.212,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,11.01340916
6382,3k,slam,5,1.609437912,8.244096157,6.94,1.95,2.776,7,5,4,TRUE,TRUE,TRUE,11.02009616
3759,3k,knit,7,1.945910149,7.877003467,7.86,2.95,3.144,1,2,3,TRUE,TRUE,TRUE,11.02100347
3620,3k,judge,10,2.302585093,7.487869534,8.85,2.66,3.54,11,26,32,TRUE,TRUE,TRUE,11.02786953
4897,3k,peer,#N/A,#N/A,#N/A,10.21,2.68,4.084,0,0,2,FALSE,TRUE,FALSE,
4901,lcnl,peeve,#N/A,#N/A,#N/A,11.88,2.91,4.752,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4902,unl,peeved,#N/A,#N/A,#N/A,10.79,2.68,4.316,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4903,3k,peg,#N/A,#N/A,#N/A,6.829166,2.29,2.7316664,49,12,6,FALSE,TRUE,FALSE,
4908,3k,pelt,#N/A,#N/A,#N/A,10.836198,5.04,4.3344792,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7050,3k,stir,3,1.098612289,8.80140916,5.58,3.29,2.232,3,6,9,TRUE,TRUE,TRUE,11.03340916
4917,unl,pent,#N/A,#N/A,#N/A,12,2.78,4.8,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4918,unl,pep,#N/A,#N/A,#N/A,8.75,2.79,3.5,1,3,1,FALSE,TRUE,FALSE,
4921,3k,per,#N/A,#N/A,#N/A,8.66217,1.67,3.464868,19,8,14,FALSE,TRUE,FALSE,
4232,3k,map,3,1.098612289,8.80140916,5.6,2.06,2.24,91,74,106,TRUE,TRUE,TRUE,11.04140916
4924,3k,perk,#N/A,#N/A,#N/A,9.63,3.93,3.852,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4929,unl,perm,#N/A,#N/A,#N/A,9,2.43,3.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4930,3k,pert,#N/A,#N/A,#N/A,10.41,3.5,4.164,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4932,3k,pest,#N/A,#N/A,#N/A,7.35,2.42,2.94,4,3,5,FALSE,TRUE,FALSE,
